route_id,route_name,ferry_name,ferry_id,terminal_departure,terminal_arrival,time_departure,cars_outbound,trucks_outbound,trucks_with_trailer_outbound,motorcycles_outbound,exemption_vehicles_outbound,pedestrians_outbound,buses_outbound,vehicles_left_at_terminal_outbound,cars_inbound,trucks_inbound,trucks_with_trailer_inbound,motorcycles_inbound,exemption_vehicles_inbound,pedestrians_inbound,buses_inbound,vehicles_left_at_terminal_inbound,trip_type,passenger_car_equivalent_outbound_and_inbound,tailored_trip,full_ferry_outbound,full_ferry_inbound,passenger_car_equivalent_outbound,passenger_car_equivalent_inbound,fuelcons_outbound_l,distance_outbound_nm,start_time_outbound,end_time_outbound,fuelcons_inbound_l,distance_inbound_nm,start_time_inbound,end_time_inbound,hour,minute,weekday,avg_fuel_outbound
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 11:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ordinary           ,0.0,0,0,0,0.0,0.0,3.8512723703040024,,,,4.11343130409521,,,,11,30,2,7.964703674399212
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ordinary           ,0.0,0,0,0,0.0,0.0,4.065270739206155,,,,4.283338718030955,,,,12,0,2,8.34860945723711
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 12:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ordinary           ,0.0,0,0,0,0.0,0.0,3.9586146169730667,,,,4.166324172263844,,,,12,30,2,8.12493878923691
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 13:00:00,28,0,0,0,0,3,0,0,40,1,0,0,0,2,0,0,ordinary           ,70.5,0,0,0,28.0,42.5,4.06675855835345,,,,4.204731102575291,,,,13,0,2,8.27148966092874
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 13:30:00,24,2,0,0,0,6,0,0,23,1,0,0,0,4,0,0,ordinary           ,54.5,0,0,0,29.0,25.5,4.017708338862747,,,,4.094628253650067,,,,13,30,2,8.112336592512815
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 14:00:00,21,1,0,0,0,1,0,0,17,1,0,0,0,9,0,0,ordinary           ,43.0,0,0,0,23.5,19.5,4.175089013571566,,,,4.263437445239009,,,,14,0,2,8.438526458810573
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 14:30:00,20,0,0,0,0,2,0,0,18,1,0,0,0,3,1,0,ordinary           ,49.5,0,0,0,20.0,29.5,4.023630583025328,,,,4.173937397025329,,,,14,30,2,8.197567980050657
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 15:00:00,22,1,0,0,0,2,1,0,16,0,0,0,0,1,0,0,ordinary           ,49.5,0,0,0,33.5,16.0,4.16575174156508,,,,4.229516325530417,,,,15,0,2,8.395268067095495
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 15:30:00,28,1,1,0,0,1,1,0,11,1,0,0,0,3,0,0,ordinary           ,57.5,0,0,0,44.0,13.5,4.208456698208202,,,,4.163628669413517,,,,15,30,2,8.372085367621718
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 16:00:00,17,0,0,0,0,9,0,0,26,2,0,0,0,2,1,0,ordinary           ,57.0,0,0,0,17.0,40.0,4.49746265054978,,,,4.723176635118713,,,,16,0,2,9.220639285668492
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 16:20:00,14,1,0,0,0,10,0,0,22,0,0,0,0,5,0,0,ordinary           ,38.5,0,0,0,16.5,22.0,4.898851942919845,,,,4.578809177330206,,,,16,20,2,9.477661120250051
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 16:40:00,14,0,0,0,0,1,0,0,6,0,0,0,0,2,0,0,ordinary           ,20.0,0,0,0,14.0,6.0,4.423723565431192,,,,4.462892079489296,,,,16,40,2,8.88661564492049
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 17:00:00,18,3,0,0,0,4,0,0,9,0,0,0,0,3,0,0,ordinary           ,34.5,0,0,0,25.5,9.0,4.317653437837158,,,,4.730460502142512,,,,17,0,2,9.04811393997967
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 17:20:00,33,1,0,0,0,11,0,0,8,0,0,0,0,2,0,0,ordinary           ,43.5,0,0,0,35.5,8.0,4.17044530994496,,,,4.1949503195101085,,,,17,20,2,8.365395629455069
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 17:40:00,16,1,0,0,0,4,0,0,5,0,0,0,0,0,0,0,ordinary           ,23.5,0,0,0,18.5,5.0,4.116997370583462,,,,4.139704848188177,,,,17,40,2,8.256702218771638
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 18:00:00,13,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,ordinary           ,18.0,0,0,0,13.0,5.0,4.066024262895337,,,,4.15806855681133,,,,18,0,2,8.224092819706666
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 18:20:00,20,0,0,0,0,2,0,0,9,0,0,0,0,5,0,0,ordinary           ,29.0,0,0,0,20.0,9.0,3.987722392609651,,,,4.020675764316781,,,,18,20,2,8.008398156926432
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 18:40:00,21,0,0,0,0,7,0,0,12,0,0,0,0,4,0,0,ordinary           ,33.0,0,0,0,21.0,12.0,4.02580345513929,,,,4.2108109302831895,,,,18,40,2,8.236614385422481
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 19:00:00,35,0,0,0,0,11,0,0,14,0,0,0,0,0,0,0,ordinary           ,49.0,0,0,0,35.0,14.0,4.159211160004342,,,,4.0912678850932735,,,,19,0,2,8.250479045097617
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 19:20:00,12,1,0,0,0,0,1,0,5,1,0,0,0,0,1,0,ordinary           ,40.0,0,0,0,23.5,16.5,4.102362482460501,,,,4.043691399208414,,,,19,20,2,8.146053881668916
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 19:40:00,15,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,ordinary           ,19.5,0,0,0,17.5,2.0,3.928195816369139,,,,3.9075715374657998,,,,19,40,2,7.835767353834939
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 20:00:00,5,0,0,0,0,7,0,0,4,0,0,0,0,2,0,0,ordinary           ,9.0,0,0,0,5.0,4.0,3.890959408937885,,,,4.059356950698847,,,,20,0,2,7.95031635963673
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 20:30:00,16,1,0,0,0,5,0,0,6,0,0,0,0,2,1,0,ordinary           ,33.5,0,0,0,18.5,15.0,3.831150337660366,,,,4.002708285197999,,,,20,30,2,7.833858622858365
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 21:00:00,14,0,0,0,0,2,1,0,5,0,0,0,0,0,0,0,ordinary           ,28.0,0,0,0,23.0,5.0,3.8706873727578075,,,,4.023933831992492,,,,21,0,2,7.8946212047503
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 21:30:00,7,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,ordinary           ,12.0,0,0,0,7.0,5.0,3.784000166862622,,,,3.9836153214574077,,,,21,30,2,7.76761548832003
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 22:00:00,11,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,ordinary           ,16.5,0,0,0,13.5,3.0,3.7161957336926923,,,,3.861877089293269,,,,22,0,2,7.578072822985962
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 22:30:00,9,0,0,0,0,1,0,0,5,1,0,0,0,0,1,0,ordinary           ,25.5,0,0,0,9.0,16.5,3.6837021093360374,,,,3.8607297269021124,,,,22,30,2,7.54443183623815
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 23:00:00,11,1,0,0,0,7,1,0,1,1,0,0,0,1,0,0,ordinary           ,26.0,0,0,0,22.5,3.5,3.6097868870625,,,,3.7260644368382576,,,,23,0,2,7.335851323900757
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-01 23:30:00,4,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,ordinary           ,16.0,0,0,0,4.0,12.0,3.576603806939415,,,,3.7973389017689394,,,,23,30,2,7.373942708708354
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 00:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ordinary           ,2.0,0,0,0,2.0,0.0,,,,,,,,,0,0,3,0.0
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 01:00:00,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,ordinary           ,4.5,0,0,0,2.0,2.5,4.189751198284762,,,,4.634917070654339,,,,1,0,3,8.824668268939101
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 02:00:00,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,ordinary           ,3.0,0,0,0,3.0,0.0,3.5659401463681015,,,,3.973200293199159,,,,2,0,3,7.5391404395672605
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 04:30:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ordinary           ,1.0,0,0,0,0.0,1.0,3.55087154695057,,,,3.7390754542721005,,,,4,30,3,7.28994700122267
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 05:00:00,2,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,ordinary           ,14.0,0,0,0,2.0,12.0,3.6841103027957467,,,,4.097480164256532,,,,5,0,3,7.781590467052279
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 05:30:00,3,0,0,0,0,0,1,0,15,1,0,0,0,0,0,0,ordinary           ,29.5,0,0,0,12.0,17.5,3.5606059848688205,,,,3.849344863586675,,,,5,30,3,7.409950848455495
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 05:50:00,4,0,0,0,0,1,0,0,25,1,0,0,0,4,0,0,ordinary           ,31.5,0,0,0,4.0,27.5,3.74644568648822,,,,3.9081713990319082,,,,5,50,3,7.654617085520128
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 06:10:00,6,1,0,0,0,2,1,0,28,0,0,0,0,6,1,0,ordinary           ,54.5,0,0,0,17.5,37.0,3.831802035835233,,,,4.083840247338198,,,,6,10,3,7.915642283173431
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 06:30:00,15,1,0,0,0,0,0,0,28,0,0,0,0,9,0,0,ordinary           ,45.5,0,0,0,17.5,28.0,3.8113746542315416,,,,4.026113467968377,,,,6,30,3,7.837488122199919
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 06:50:00,8,1,0,0,0,1,0,0,25,1,0,0,0,3,0,0,ordinary           ,38.0,0,0,0,10.5,27.5,3.997599263526411,,,,4.10739456639267,,,,6,50,3,8.104993829919081
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 07:10:00,12,1,0,0,0,0,0,0,24,0,0,0,0,2,0,0,ordinary           ,38.5,0,0,0,14.5,24.0,3.919709713678559,,,,4.104084133963368,,,,7,10,3,8.023793847641926
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 07:30:00,8,1,0,0,0,0,0,0,27,1,0,0,0,5,1,0,ordinary           ,49.0,0,0,0,10.5,38.5,3.749959905583313,,,,4.125071873606404,,,,7,30,3,7.875031779189717
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 07:50:00,19,0,0,0,0,1,0,0,25,1,0,0,0,3,0,0,ordinary           ,46.5,0,0,0,19.0,27.5,4.204269422012246,,,,4.240697358228301,,,,7,50,3,8.444966780240547
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 08:10:00,10,2,0,0,0,0,0,0,14,1,0,0,0,6,0,0,ordinary           ,31.5,0,0,0,15.0,16.5,4.005534362632047,,,,4.168606950866403,,,,8,10,3,8.17414131349845
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 08:30:00,5,1,0,0,0,1,0,0,16,2,0,0,0,2,0,0,ordinary           ,28.5,0,0,0,7.5,21.0,3.8925712688318987,,,,4.2148097527841415,,,,8,30,3,8.10738102161604
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ordinary           ,0.0,0,0,0,0.0,0.0,4.003298693010622,,,,4.250718819478612,,,,10,30,3,8.254017512489234
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 11:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ordinary           ,0.0,0,0,0,0.0,0.0,3.8512723703040024,,,,4.11343130409521,,,,11,30,3,7.964703674399212
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 12:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ordinary           ,0.0,0,0,0,0.0,0.0,3.9586146169730667,,,,4.166324172263844,,,,12,30,3,8.12493878923691
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 13:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ordinary           ,0.0,0,0,0,0.0,0.0,4.017708338862747,,,,4.094628253650067,,,,13,30,3,8.112336592512815
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 14:00:00,26,4,0,1,0,6,0,0,32,1,0,0,0,2,0,0,ordinary           ,70.5,0,0,0,36.0,34.5,4.175089013571566,,,,4.263437445239009,,,,14,0,3,8.438526458810573
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 14:30:00,21,1,0,0,0,3,0,0,33,1,0,0,0,2,1,0,ordinary           ,68.0,0,0,0,23.5,44.5,4.023630583025328,,,,4.173937397025329,,,,14,30,3,8.197567980050657
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 15:00:00,22,1,0,0,0,3,0,0,21,0,0,0,0,1,1,0,ordinary           ,54.5,0,0,0,24.5,30.0,4.16575174156508,,,,4.229516325530417,,,,15,0,3,8.395268067095495
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 15:30:00,19,1,0,0,0,3,0,0,21,1,0,0,0,5,0,0,ordinary           ,45.0,0,0,0,21.5,23.5,4.208456698208202,,,,4.163628669413517,,,,15,30,3,8.372085367621718
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 16:00:00,26,4,0,0,0,1,0,0,21,0,0,1,0,7,0,0,ordinary           ,57.0,0,0,0,36.0,21.0,4.49746265054978,,,,4.723176635118713,,,,16,0,3,9.220639285668492
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 16:20:00,23,0,0,1,0,4,0,0,10,1,0,0,0,2,0,0,ordinary           ,35.5,0,0,0,23.0,12.5,4.898851942919845,,,,4.578809177330206,,,,16,20,3,9.477661120250051
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 16:40:00,28,2,0,0,0,3,0,0,20,0,0,0,0,1,0,0,ordinary           ,53.0,0,0,0,33.0,20.0,4.423723565431192,,,,4.462892079489296,,,,16,40,3,8.88661564492049
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 17:00:00,26,1,0,0,0,7,0,0,15,2,0,0,0,2,0,0,ordinary           ,48.5,0,0,0,28.5,20.0,4.317653437837158,,,,4.730460502142512,,,,17,0,3,9.04811393997967
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 17:20:00,19,1,0,0,0,5,0,0,18,0,0,0,0,1,0,0,ordinary           ,39.5,0,0,0,21.5,18.0,4.17044530994496,,,,4.1949503195101085,,,,17,20,3,8.365395629455069
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 17:40:00,17,2,0,0,0,4,0,0,19,0,0,0,0,0,0,0,ordinary           ,41.0,0,0,0,22.0,19.0,4.116997370583462,,,,4.139704848188177,,,,17,40,3,8.256702218771638
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 18:00:00,21,0,0,0,0,7,0,0,11,0,0,1,0,0,0,0,ordinary           ,32.0,0,0,0,21.0,11.0,4.066024262895337,,,,4.15806855681133,,,,18,0,3,8.224092819706666
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 18:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ordinary           ,0.0,0,0,0,0.0,0.0,3.987722392609651,,,,4.020675764316781,,,,18,20,3,8.008398156926432
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 18:40:00,10,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,ordinary           ,14.0,0,0,0,10.0,4.0,4.02580345513929,,,,4.2108109302831895,,,,18,40,3,8.236614385422481
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 19:00:00,17,1,0,0,0,7,0,0,6,0,0,0,0,0,0,0,ordinary           ,25.5,0,0,0,19.5,6.0,4.159211160004342,,,,4.0912678850932735,,,,19,0,3,8.250479045097617
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 19:20:00,13,0,0,0,0,6,1,0,5,1,0,0,0,0,1,0,ordinary           ,38.5,0,0,0,22.0,16.5,4.102362482460501,,,,4.043691399208414,,,,19,20,3,8.146053881668916
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 19:40:00,25,1,0,0,0,7,0,0,12,0,0,0,0,2,0,0,ordinary           ,39.5,0,0,0,27.5,12.0,3.928195816369139,,,,3.9075715374657998,,,,19,40,3,7.835767353834939
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 20:00:00,10,1,0,0,0,2,0,0,2,0,0,0,0,1,0,0,ordinary           ,14.5,0,0,0,12.5,2.0,3.890959408937885,,,,4.059356950698847,,,,20,0,3,7.95031635963673
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 20:30:00,13,2,0,0,0,2,0,0,11,0,0,0,0,0,1,0,ordinary           ,38.0,0,0,0,18.0,20.0,3.831150337660366,,,,4.002708285197999,,,,20,30,3,7.833858622858365
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 21:00:00,20,1,0,0,0,3,1,0,10,0,0,0,0,0,0,0,ordinary           ,41.5,0,0,0,31.5,10.0,3.8706873727578075,,,,4.023933831992492,,,,21,0,3,7.8946212047503
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 21:30:00,18,0,0,0,0,7,0,0,8,1,0,0,0,1,0,0,ordinary           ,28.5,0,0,0,18.0,10.5,3.784000166862622,,,,3.9836153214574077,,,,21,30,3,7.76761548832003
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 22:00:00,8,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,ordinary           ,12.0,0,0,0,8.0,4.0,3.7161957336926923,,,,3.861877089293269,,,,22,0,3,7.578072822985962
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 22:30:00,12,0,0,0,0,2,1,0,4,0,0,0,0,1,1,0,ordinary           ,34.0,0,0,0,21.0,13.0,3.6837021093360374,,,,3.8607297269021124,,,,22,30,3,7.54443183623815
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 23:00:00,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,ordinary           ,12.0,0,0,0,12.0,0.0,3.6097868870625,,,,3.7260644368382576,,,,23,0,3,7.335851323900757
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-02 23:30:00,16,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,ordinary           ,25.0,0,0,0,16.0,9.0,3.576603806939415,,,,3.7973389017689394,,,,23,30,3,7.373942708708354
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-03 00:00:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ordinary           ,6.0,0,0,0,6.0,0.0,,,,,,,,,0,0,4,0.0
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-03 01:00:00,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,ordinary           ,2.0,0,0,0,2.0,0.0,4.189751198284762,,,,4.634917070654339,,,,1,0,4,8.824668268939101
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-03 02:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ordinary           ,2.0,0,0,0,2.0,0.0,3.5659401463681015,,,,3.973200293199159,,,,2,0,4,7.5391404395672605
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-03 04:30:00,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ordinary           ,3.0,0,0,0,2.0,1.0,3.55087154695057,,,,3.7390754542721005,,,,4,30,4,7.28994700122267
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-03 05:00:00,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,ordinary           ,16.5,0,0,0,3.0,13.5,3.6841103027957467,,,,4.097480164256532,,,,5,0,4,7.781590467052279
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-03 05:30:00,3,0,0,0,0,0,1,0,15,0,0,0,0,1,0,0,ordinary           ,27.0,0,0,0,12.0,15.0,3.5606059848688205,,,,3.849344863586675,,,,5,30,4,7.409950848455495
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-03 05:50:00,4,0,0,0,0,1,0,0,17,0,0,0,0,7,0,0,ordinary           ,21.0,0,0,0,4.0,17.0,3.74644568648822,,,,3.9081713990319082,,,,5,50,4,7.654617085520128
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-03 06:10:00,7,0,0,0,0,0,1,0,14,1,0,0,0,3,1,0,ordinary           ,41.5,0,0,0,16.0,25.5,3.831802035835233,,,,4.083840247338198,,,,6,10,4,7.915642283173431
21,Vaxholmsleden,Nina,296,Vaxholm                                           ,Rindö                                             ,2023-03-03 06:30:00,16,0,0,0,0,1,0,0,29,0,0,0,0,11,0,0,ordinary           ,45.0,0,0,0,16.0,29.0,3.8113746542315416,,,,4.026113467968377,,,,6,30,4,7.837488122199919
